title,user_id,tags,genres,recommend
The Howler,Gamer0009,"['Indie', 'Casual', 'Steampunk', 'Simulation', 'Strategy', 'Puzzle', 'Atmospheric', '2D', 'Singleplayer', 'Anime', ""Shoot 'Em Up"", 'Difficult', 'Platformer', 'Funny', 'Hand-drawn', 'Arcade', 'Physics', 'Fantasy', 'Short', 'Zombies']",Casual,True
The Elder Scrolls® Online: Tamriel Unlimited™,76561198045148546,"['RPG', 'Open World', 'MMORPG', 'Massively Multiplayer', 'Fantasy', 'Multiplayer', 'Adventure', 'First-Person', 'Third Person', 'Exploration', 'Action', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Magic', 'Co-op', 'Action RPG', 'Sandbox', 'Singleplayer', 'Female Protagonist']",Massively Multiplayer,False
World of Subways 1 – The Path,LinnieLin,"['Simulation', 'Trains']",Simulation,False
Runers,76561198052513392,"['RPG', 'Indie', 'Rogue-like', 'Rogue-lite', 'Magic', 'Top-Down', 'Local Co-Op', 'Action']",Indie,True
Frontline : Road to Moscow,76561197971860091,"['Strategy', 'World War II', 'Wargame']",Strategy,False
Ultimate General: Gettysburg,76561198091613577,"['Strategy', 'Historical', 'Simulation', 'RTS', 'Tactical', 'Indie', 'Wargame', 'War', 'Singleplayer', 'Multiplayer', 'Military']",Indie,True
Overlord: Fellowship of Evil,theonemlst,"['Adventure', 'Action', 'Villain Protagonist', 'Co-op', 'RPG', 'Multiplayer', 'Dark Humor']",Action,False
Lexica,friedlychees,"['Casual', 'Indie', 'Puzzle', 'Word Game']",Casual,True
Fractured Soul,76561198012110724,"['Action', 'Adventure', 'Indie', 'Platformer']",Action,True
Memories of a Vagabond,SakifX9,"['RPG', 'Indie', 'RPGMaker', 'Adventure', 'JRPG']",Adventure,True
Asteria,llDracuwulf,"['Indie', 'Adventure', 'Action', 'Platformer', 'Sandbox', 'Crafting', '2D', 'Side Scroller']",Action,True
Borealis,4RCH4NG3Ll,"['Casual', 'Indie', 'Action', 'Music-Based Procedural Generation', 'Procedural Generation', 'Score Attack', 'Crowdfunded', 'Singleplayer', 'Great Soundtrack', 'Relaxing', 'Bullet Hell', 'Funny', 'Psychedelic', 'Music']",Action,True
Velvet Sundown,76561197995042824,"['Free to Play', 'Multiplayer', 'RPG', 'Adventure', 'Indie', 'Nudity', 'Casual', 'Co-op', 'Open World', 'Funny', 'Massively Multiplayer', 'Simulation', 'Walking Simulator', 'Realistic', 'Mystery', 'Survival', 'Action', 'FPS', 'Singleplayer', 'Comedy']",Adventure,True
Platypus,dzakuan,"['Action', ""Shoot 'Em Up"", 'Local Co-Op', 'Classic']",Action,True
Stick RPG 2: Director's Cut,76561198061683006,"['RPG', 'Simulation', 'Singleplayer', 'Open World', 'Adventure', 'Indie', 'Walking Simulator', 'Action', 'Great Soundtrack', 'Casual']",RPG,True
Hard West,76561197973942939,"['Western', 'Strategy', 'Turn-Based Strategy', 'RPG', 'Turn-Based Combat', 'Adventure', 'Indie', 'Action', 'Turn-Based', 'Tactical', 'Horror', 'Turn-Based Tactics', 'Singleplayer', 'Atmospheric', 'Isometric', 'Gore', 'Kickstarter', 'Open World', 'Survival', 'Third Person']",Adventure,True
Sleeping Dogs: Definitive Edition,advenger95,"['Open World', 'Action', 'Martial Arts', 'Singleplayer', 'Crime', 'Third Person', 'Adventure', 'Parkour', 'Story Rich', 'Racing', 'Atmospheric', 'Multiplayer', 'Gore', 'Sandbox', 'Shooter', 'Mature', 'Great Soundtrack', 'Third-Person Shooter', 'Remake', 'Co-op']",Action,True
Mortal Kombat X,76561198080881484,"['Fighting', 'Gore', 'Action', 'Violent', 'Multiplayer', 'Blood', 'Mature', 'Competitive', 'Local Multiplayer', '2D Fighter', 'Atmospheric', 'Singleplayer', 'Arcade', 'Great Soundtrack', '2.5D', 'Online Co-Op', 'Fantasy', 'Third Person', 'Horror', 'Female Protagonist']",Action,True
Savage Lands,111222333444555666888,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Fantasy', 'Adventure', 'Sandbox', 'Action', 'Co-op', 'Medieval', 'RPG', 'First-Person', 'Singleplayer', 'Indie', 'Simulation', 'Dragons', 'Atmospheric', 'FPS', 'Horror']",Action,True
Wildlife Park 2 - Fantasy,K33mstar,"['Simulation', 'Casual', 'Indie', 'Strategy', 'Fantasy', 'Sandbox', 'Economy', 'Management', 'Family Friendly']",Casual,True
Buzz Aldrin's Space Program Manager,GhosTboNEs22,"['Simulation', 'Strategy', 'Space', 'Management', 'Cold War', 'Multiplayer', 'Singleplayer', 'Historical', 'Replay Value', 'Turn-Based', 'Turn-Based Strategy', 'Strategy RPG']",Simulation,True
Ziggurat,76561198053302202,"['FPS', 'Rogue-lite', 'Procedural Generation', 'Magic', 'Action', 'Perma Death', 'Rogue-like', 'Indie', 'Shooter', 'Difficult', 'Replay Value', 'RPG', 'Arena Shooter', 'Dungeon Crawler', 'Fast-Paced', 'Exploration', 'Loot', 'Cartoony', 'Funny', 'Multiple Endings']",Action,True
The Nightmare Cooperative,76561198040914212,"['Strategy', 'Indie', 'Rogue-like', 'Turn-Based', 'Puzzle', 'Co-op']",Indie,True
Hatoful Boyfriend,idsoftwaresquake,"['Visual Novel', 'Anime', 'Dating Sim', 'Female Protagonist', 'Story Rich', 'Comedy', 'Romance', 'Otome', 'Multiple Endings', 'Singleplayer', 'Indie', 'Simulation', 'Casual', 'Funny', 'Great Soundtrack', 'Parody', 'Memes', 'Mystery', 'Illuminati', 'Adventure']",Casual,True
Higurashi When They Cry Hou - Ch.1 Onikakushi,sanaret,"['Visual Novel', 'Mystery', 'Anime', 'Story Rich', 'Psychological', 'Atmospheric', 'Dark', 'Cult Classic', 'Singleplayer', 'Adventure', 'Cute', 'Great Soundtrack', 'Linear', 'Classic', 'Casual', '2D']",Adventure,True
The Way of Life Free Edition,FrankoWalker,"['Free to Play', 'Walking Simulator', 'First-Person', 'Indie', 'Singleplayer', 'Adventure', 'Short', 'Multiplayer', 'Simulation', 'Open World', 'Atmospheric', 'Survival', 'Great Soundtrack', 'Story Rich', 'Action', 'Family Friendly', 'Funny', 'Illuminati', 'Strategy', 'VR']",Free to Play,True
Fractured Space,76561197998761331,"['Space', 'Multiplayer', 'Free to Play', 'PvP', 'MOBA', 'Action', 'Strategy', 'Sci-fi', 'Shooter', 'Tactical', 'Space Sim', 'Indie', 'Team-Based', 'Competitive', 'Co-op', 'Massively Multiplayer', 'Open World', 'Simulation', 'Survival', 'Sandbox']",Action,True
Grand Ages: Medieval,kaizan12,"['Strategy', 'Simulation', 'Medieval', 'Grand Strategy', 'Management', 'Economy', 'Trading', 'City Builder', 'Multiplayer', 'Sandbox', 'Historical', 'RTS', 'Singleplayer', 'Politics', 'War', 'Political', 'Great Soundtrack', 'Open World', 'Resource Management']",Simulation,True
Super Win the Game,76561198040914212,"['Indie', 'Action', 'Platformer', 'Metroidvania', 'Pixel Graphics', 'Retro', '2D', 'Singleplayer', 'Great Soundtrack', 'Adventure', 'Exploration', 'Side Scroller', 'Difficult', 'Open World', 'Fantasy', 'Controller', 'Classic', 'Short']",Action,True
NEON STRUCT,DappledWithBrownies,"['Indie', 'Stealth', 'Cyberpunk', 'First-Person', 'Action', 'Female Protagonist', 'Story Rich', 'Great Soundtrack', 'Singleplayer']",Action,True
Geometry Wars™ 3: Dimensions Evolved,GeometryWarsFTW,"['Action', 'Arcade', 'Twin Stick Shooter', 'Bullet Hell', ""Shoot 'Em Up"", 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Shooter', 'Multiplayer']",Action,True
Onikira - Demon Killer,ae0nplux,"['Action', 'Indie', 'Adventure', 'Platformer', 'Hack and Slash', '2D', ""Beat 'em up"", 'Singleplayer']",Action,False
Breach &amp; Clear: Deadline Rebirth (2016),pearce,"['Zombies', 'Strategy', 'Action', 'RPG', 'Indie', 'Military', 'Real Time Tactics', 'Loot', 'Tactical RPG', 'Action RPG']",Action,True
Street Fighter V,2768820078,"['Fighting', 'Multiplayer', 'Competitive', '2D Fighter', 'Action', 'Arcade', 'Local Multiplayer', 'e-sports', '2.5D', 'Great Soundtrack', 'Anime', 'Singleplayer', '2D', 'Classic', 'Controller', 'Female Protagonist', 'Memes', ""Beat 'em up"", 'Heist', 'Nudity']",Action,True
The Stalin Subway,76561198086119658,"['Action', 'FPS', 'Atmospheric', 'Singleplayer', 'Classic', 'Cult Classic', 'Shooter']",Action,False
Super Panda Adventures,76561197994830976,"['Indie', 'Platformer', 'Metroidvania', 'Action', 'Adventure', 'Cute', 'RPG', '2D', 'Great Soundtrack', 'Singleplayer']",Action,True
Call of Duty®: Black Ops III,OfficialSenix,"['Multiplayer', 'FPS', 'Zombies', 'Action', 'Shooter', 'First-Person', 'Co-op', 'Singleplayer', 'Illuminati', 'Futuristic', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Quick-Time Events', 'Parkour', 'Simulation', 'Open World']",Action,False
Naval Action,Strider95,"['Early Access', 'Naval', 'Open World', 'Massively Multiplayer', 'Simulation', 'Pirates', 'Historical', 'Strategy', 'Action', 'Adventure', 'Multiplayer', 'Sailing', 'Indie', 'Realistic', 'Military', 'Sandbox', 'Atmospheric', 'PvP', 'Co-op', 'Singleplayer']",Action,True
METAL GEAR SOLID V: GROUND ZEROES,dizioboy,"['Stealth', 'Action', 'Short', 'Tactical', 'Singleplayer', 'Third Person', 'Story Rich', 'Cinematic', 'Open World', 'Replay Value', 'Atmospheric', 'Great Soundtrack', 'Third-Person Shooter', 'Shooter', 'Adventure', 'Sandbox', 'Classic', 'Cold War', 'Dark', 'Comedy']",Action,True
OCEAN CITY RACING: Redux,pizzaman12,"['Action', 'Racing', 'Indie', 'Driving', 'Open World', 'Casual', 'Simulation', 'Sandbox', 'Multiplayer']",Action,True
Vertical Drop Heroes HD,wahlords,"['Action', 'Indie', 'Rogue-like', 'Platformer', '2D', 'Co-op', 'RPG', 'Local Co-Op', 'Rogue-lite', 'Split Screen', 'Procedural Generation']",Action,True
Assassin’s Creed® Rogue,Lord_Exploit,"['Open World', 'Assassin', 'Action', 'Parkour', 'Third Person', 'Adventure', 'Stealth', 'Historical', 'Singleplayer', 'Cinematic', 'Atmospheric', 'Illuminati', 'Pirates', 'Story Rich', 'Action-Adventure', 'Sandbox', 'Quick-Time Events', 'Puzzle', 'Simulation', 'Linear']",Action,True
Enter the Gungeon,76561198074561346,"['Bullet Hell', 'Pixel Graphics', 'Rogue-like', 'Dungeon Crawler', 'Difficult', 'Indie', 'Local Co-Op', 'Action', 'Rogue-lite', 'Loot', 'Co-op', ""Shoot 'Em Up"", 'Great Soundtrack', 'Multiplayer', 'Top-Down Shooter', 'Shooter', 'Adventure', 'Funny', 'Action-Adventure', 'Twin Stick Shooter']",Action,True
DEAD OR ALIVE 5 Last Round: Core Fighters,Sotrung,"['Fighting', 'Female Protagonist', 'Action', 'Anime', 'Mature', 'Ninja', 'Multiplayer', 'Arcade', 'Physics', 'Sexual Content', 'Singleplayer', 'Cute', ""Beat 'em up"", 'Great Soundtrack', 'Local Multiplayer', 'Competitive', 'Free to Play', 'Fast-Paced', 'Moddable', 'Adventure']",Action,True
Super Trench Attack!,hazz2468,"['Action', 'RPG', 'Indie', 'World War I', 'Comedy', 'Singleplayer', 'Isometric', 'Pixel Graphics', 'Shooter', 'Retro', '2D', 'Funny']",Action,True
DIG IT! - A Digger Simulator,76561198119180365,['Simulation'],Simulation,False
Bird Assassin,76561198088209407,"['Action', 'Adventure', 'Shooter']",Action,True
Wild Warfare,yamaaaaa,"['Early Access', 'Free to Play', 'Action', 'Multiplayer', 'FPS', 'Indie', 'Shooter', 'First-Person', 'Massively Multiplayer']",Action,True
The Fifth Day,76561198059990081,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Post-apocalyptic', 'Adventure', 'Action', 'Robots', 'FPS', 'Sandbox', 'Crafting', 'Indie', 'Sci-fi', 'Zombies', 'Co-op', 'Shooter', 'Singleplayer', 'First-Person', 'Horror', 'Massively Multiplayer']",Action,True
Simply Chess,OfficialSenix,"['Chess', 'Strategy', 'Free to Play', 'Board Game', 'Casual', 'Multiplayer', 'Indie', 'Singleplayer', 'Turn-Based Strategy', 'Family Friendly', 'Great Soundtrack', 'Turn-Based']",Casual,True
Duck Game,MEOWYMEOOWWEWEW,"['Multiplayer', 'Action', 'Pixel Graphics', 'Funny', 'Local Multiplayer', '2D', 'Platformer', '4 Player Local', 'Indie', 'Retro', 'Great Soundtrack', 'Comedy', 'Shooter', 'Fast-Paced', 'Memes', 'Competitive', 'Local Co-Op', 'Co-op', 'Casual', '1980s']",Action,True
OTTTD,76561198040914212,"['Indie', 'Strategy', 'Tower Defense']",Indie,True
Khet 2.0,76561198077253824,"['Strategy', 'Casual', 'Indie', 'Board Game', 'Singleplayer', 'Multiplayer']",Casual,True
FINAL FANTASY IV,Castor_E,"['RPG', 'JRPG', 'Fantasy', 'Remake', 'Story Rich', 'Classic', 'Great Soundtrack', 'Singleplayer', 'Turn-Based', 'Adventure', 'Turn-Based Combat', ""1990's"", 'Anime', 'Difficult', 'Controller']",RPG,True
Way of the Samurai 4,Kebabsaregood,"['Action', 'Character Customization', 'Swordplay', 'Multiple Endings', 'Choices Matter', 'Adventure', 'RPG', 'Singleplayer', 'Open World', 'Sandbox', 'Action RPG', 'Hack and Slash', 'JRPG', 'Third Person', 'Historical', 'Anime', 'Replay Value', 'Funny', 'Comedy', 'Female Protagonist']",Action,True
Poker Night at the Inventory,Pyromanic,"['Card Game', 'Casual', 'Comedy', 'Singleplayer', 'Funny', 'Strategy', 'Sports', 'Gambling', 'Simulation', 'Conversation', 'Touch-Friendly', 'Indie', 'Multiplayer', 'First-Person', 'Point & Click', 'Memes', 'Action']",Casual,True
Fahrenheit: Indigo Prophecy Remastered,TacticalCrayon,"['Story Rich', 'Quick-Time Events', 'Adventure', 'Atmospheric', 'Singleplayer', 'Mystery', 'Nudity', 'Choices Matter', 'Action', 'Horror', 'Detective', 'Cinematic', 'Classic', 'Mature', 'Remake', 'Supernatural', 'Noir', 'Great Soundtrack', 'RPG', 'Female Protagonist']",Adventure,True
Back to the Future: The Game,76561198070728917,"['Adventure', 'Point & Click', 'Time Travel', 'Episodic', 'Sci-fi', 'Singleplayer', 'Comedy', 'Funny', 'Puzzle', 'Movie', 'Futuristic', 'Story Rich']",Adventure,True
The Expendabros,76561198078913614,"['Free to Play', 'Action', 'Multiplayer', 'Pixel Graphics', '2D', 'Local Co-Op', 'Shooter', 'Co-op', 'Platformer', 'Local Multiplayer', 'Indie', 'Singleplayer', 'Adventure', 'America', 'Comedy', 'Funny', 'Controller', 'Side Scroller', 'Classic', 'Open World']",Action,True
Cities XXL,avenger_leo,"['City Builder', 'Simulation', 'Building', 'Economy', 'Strategy', 'Management', 'Sandbox', 'Realistic', 'Moddable', 'Singleplayer', 'Multiplayer', 'Atmospheric', 'Horror']",Simulation,False
Soul Gambler,skaarh,"['Visual Novel', 'Adventure', 'RPG', 'Indie', 'Choices Matter', 'Singleplayer', 'Multiple Endings', 'Point & Click', 'Short', 'Story Rich']",Adventure,True
Pixel Hunter,snubbo,"['Adventure', 'Action', 'Platformer', 'Pixel Graphics', 'Voxel']",Action,False
The Masterplan,lewisbigd,"['Indie', 'Action', 'Heist', 'Strategy', 'Top-Down', 'Crime', 'Tactical', 'Stealth', 'Singleplayer', '2D', 'Retro', 'Great Soundtrack', 'Loot', 'Puzzle']",Action,True
Stranded Deep,76561198057869849,"['Early Access', 'Survival', 'Open World', 'Crafting', 'First-Person', 'Multiplayer', 'Adventure', 'Realistic', 'Exploration', 'Singleplayer', 'Building', 'Sandbox', 'Simulation', 'Underwater', 'Action', 'Atmospheric', 'Indie', 'Co-op', 'Strategy', 'Procedural Generation']",Adventure,True
Farming Simulator 15,76561198077244610,"['Simulation', 'Multiplayer', 'Open World', 'Moddable', 'Agriculture', 'Singleplayer', 'Realistic', 'Co-op', 'Relaxing', 'Driving', 'Economy', 'Physics', 'Management', 'Sandbox', 'Mod', 'Strategy', 'Online Co-Op', 'Atmospheric', 'Family Friendly', 'Massively Multiplayer']",Simulation,True
Mountain,Efreak,"['Simulation', 'Indie', 'Casual', 'Relaxing', 'Singleplayer', 'Great Soundtrack', 'God Game', 'Experimental', 'Procedural Generation', 'Space', 'Illuminati', 'Realistic', 'VR', 'Funny', 'Third Person', 'First-Person', 'Difficult', 'Survival', 'Music', 'Memes']",Casual,True
Boo Bunny Plague,76561198063817275,"['Action', 'Adventure', 'Indie', 'Comedy', 'Sci-fi', 'Great Soundtrack', 'Music']",Action,True
LEGO® Batman™3: Beyond Gotham,76561198094507877,"['LEGO', 'Batman', 'Adventure', 'Action', 'Superhero', 'Open World', 'Funny', 'Space', 'Multiplayer', 'Local Co-Op', 'Comedy', 'Co-op', 'Third Person', 'Family Friendly', 'Singleplayer', 'Puzzle', 'Controller', 'Sandbox', 'Comic Book']",Action,False
Boid,76561198063274178,"['Free to Play', 'Strategy', 'Indie', 'Casual', 'Action', 'Multiplayer', 'RTS']",Action,True
Morphopolis,76561198074763789,"['Puzzle', 'Hidden Object', 'Casual', 'Point & Click', 'Indie', 'Adventure', 'Colorful', 'Short', 'Singleplayer', 'Psychedelic', 'Great Soundtrack', 'Atmospheric', 'Relaxing', 'Family Friendly', '2D', 'Anime', 'Difficult', 'Story Rich', 'Fantasy', 'Exploration']",Adventure,False
Double Dragon Trilogy,76561197970972400,"['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Action,True
Microsoft Flight Simulator X: Steam Edition,hentaisandysenpai,"['Simulation', 'Flight', 'Realistic', 'Multiplayer', 'Open World', 'Singleplayer', 'Moddable', 'Adventure', 'Atmospheric', 'First-Person', 'Action', 'Difficult', 'Massively Multiplayer', 'Co-op', 'Strategy', 'Third Person', 'Local Multiplayer', 'Military', 'Sandbox', 'Fishing']",Simulation,True
Rodina,poopholder,"['Early Access', 'Space', 'Exploration', 'Open World', 'Indie', 'Sandbox', 'Sci-fi', 'Action', 'Adventure', 'Singleplayer', 'Space Sim', 'Great Soundtrack', 'Simulation', 'First-Person', 'Atmospheric', 'Story Rich', 'Survival']",Action,True
RPG Tycoon,76561198049578952,"['RPG', 'Simulation', 'Management', 'Strategy', 'Indie', 'Adventure', 'Pixel Graphics', 'City Builder']",Adventure,True
CubeZ,diegoenoisfunksumare,"['Early Access', 'Indie', 'Adventure', 'Casual', 'Action', 'Multiplayer']",Action,False
Rampage Knights,ImaMemerxxx,"['Action', ""Beat 'em up"", 'Co-op', 'Rogue-like', 'Indie', 'Adventure', 'RPG', 'Multiplayer', 'Local Co-Op', 'Rogue-lite', 'Online Co-Op', 'Dungeon Crawler', 'Funny', '2D', 'Difficult']",Action,True
Euro Fishing,WANKING_PEACH,"['Fishing', 'Simulation', 'Sports', 'Multiplayer', 'Singleplayer', 'Open World', 'Hunting', 'Third Person', 'Action', 'First-Person', 'Atmospheric', 'Realistic', 'Replay Value', 'Exploration', 'Tactical', 'Relaxing', 'Asynchronous Multiplayer', 'TrackIR', 'VR', 'Free to Play']",Simulation,True
Oddworld: New 'n' Tasty,JamesTB,"['Adventure', 'Platformer', 'Puzzle', 'Remake', 'Classic', 'Action', 'Singleplayer', 'Indie', '2D', 'Funny', 'Cult Classic', 'Atmospheric', 'Side Scroller', 'Stealth', 'Comedy', '2.5D', 'Sci-fi', 'Puzzle-Platformer', 'Difficult']",Action,True
Mighty No. 9,destruktikus,"['Action', 'Platformer', 'Anime', 'Kickstarter', 'Side Scroller', '2.5D', 'Retro', 'Robots', 'Multiplayer', 'Singleplayer', 'Indie', 'Co-op', 'Casual', 'Difficult', 'Comedy', 'Sci-fi', 'Great Soundtrack', '2D', 'Illuminati', 'Classic']",Action,False
Age of Conquest IV,76561198284225973,"['Free to Play', 'Strategy', 'Turn-Based Strategy', 'Indie', 'Multiplayer', 'War', 'Singleplayer', 'Grand Strategy']",Free to Play,True
Supreme Ruler Ultimate,persure,"['Strategy', 'Simulation', 'Indie', 'Grand Strategy', 'RTS', 'Sandbox', 'Cold War', 'World War II', 'Historical', 'Multiplayer', 'Real-Time with Pause', 'Turn-Based Strategy', 'World War I', 'Politics']",Indie,True
Space Hack,76561198027720165,"['RPG', 'Action', 'Indie', 'Sci-fi', 'Action RPG', 'Hack and Slash', 'Singleplayer', 'Space', 'Horror', 'Adventure']",Action,False
A.R.E.S. Extinction Agenda EX,superkingofthings,"['Action', 'Indie', 'Platformer', 'Side Scroller', 'Robots', 'Metroidvania', '2D', '2.5D', 'Great Soundtrack', 'Sci-fi']",Action,False
Polarity,Nzatz,"['Puzzle', 'Indie', 'First-Person', 'Local Co-Op', 'Adventure', 'Strategy', 'Singleplayer', 'Action', 'Sci-fi', 'Platformer', 'Multiplayer', 'Great Soundtrack', 'Sandbox', 'FPS', 'Space', 'Retro', 'Shooter', 'Atmospheric', 'Funny', 'Difficult']",Action,True
Ford Racing 3,freshafcakes,"['Racing', 'Driving', 'Multiplayer', 'Arcade', 'Simulation', 'Singleplayer']",Racing,True
Trainz: A New Era,LinnieLin,"['Simulation', 'Trains', 'Driving', 'Multiplayer', 'Building', 'Open World', 'Realistic', 'Singleplayer']",Simulation,True
Ford Racing Off Road,hunterkiller247,"['Racing', 'Offroad']",Racing,False
eden*,TheEternalDay,"['Anime', 'Visual Novel', 'Story Rich', 'Adventure', 'Romance', 'Singleplayer', 'Cute', 'Great Soundtrack', 'Nudity', 'Sci-fi', 'Linear', 'Female Protagonist', '2D']",Adventure,True
Catacomb Kids,hemie43,"['Early Access', 'Indie', 'RPG', 'Action', 'Rogue-lite', 'Rogue-like', 'Platformer', 'Pixel Graphics', 'Procedural Generation', '2D', 'Local Co-Op', 'Difficult']",Action,True
Celestian Tales: Old North,76561198045884541,"['RPG', 'Indie', 'JRPG', 'Turn-Based', 'Great Soundtrack', 'Anime', 'Fantasy', 'Story Rich']",Indie,True
Magic Duels,AVATAR715,"['Free to Play', 'Card Game', 'Trading Card Game', 'Magic', 'Strategy', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Co-op', 'Online Co-Op', 'Turn-Based', 'Action', 'Great Soundtrack']",Free to Play,True
Disney Universe,ryno69445,"['Family Friendly', 'Adventure', 'Action', 'Cartoony', 'Co-op', 'Psychological Horror']",Action,True
sZone-Online,76561198101552611,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Action,False
Battle of Empires : 1914-1918,hhhhjhhjjhjh,"['Strategy', 'World War I', 'War', 'Historical', 'Action', 'RTS', 'Multiplayer', 'Atmospheric', 'Singleplayer', 'Indie', 'Simulation']",Action,False
Toast Time,BruteTartarus66,"['Indie', 'Casual', 'Action', 'Strategy', '2D', 'Pixel Graphics']",Action,False
planetarian ~the reverie of a little planet~,AncientArtofDaiSuKi,"['Visual Novel', 'Anime', 'Post-apocalyptic', 'Sci-fi', 'Story Rich', 'Casual', 'Linear', 'Great Soundtrack', 'Cute', 'Singleplayer', 'Robots', 'Drama', 'Short']",Casual,True
Grim Fandango Remastered,leroyp,"['Adventure', 'Classic', 'Point & Click', 'Comedy', 'Story Rich', 'Noir', 'Cult Classic', 'Great Soundtrack', 'Singleplayer', 'Remake', 'Atmospheric', 'Puzzle', 'Retro', 'Funny', 'Dark Humor', ""1990's"", 'Indie', 'Third Person', 'Open World', 'Difficult']",Adventure,True
Kings of Kung Fu,76561198088584293,"['Action', 'Indie', 'Fighting', 'Martial Arts', '2D Fighter']",Action,True
King's Bounty: Armored Princess,76561198115750015,"['RPG', 'Turn-Based Strategy', 'Strategy', 'Fantasy', 'Female Protagonist', 'Hex Grid', 'Turn-Based', 'Adventure', 'Tactical', 'Singleplayer', 'Open World']",RPG,True
Iron Grip: Warlord,Onlyme88,"['Action', 'Indie', 'Tower Defense', 'FPS', 'Co-op', 'Steampunk']",Action,True
The Original Strife: Veteran Edition,thombelcar,"['Action', 'RPG', 'FPS', 'Classic', 'Retro', ""1990's"", 'Sci-fi', 'Shooter', 'First-Person', 'Singleplayer', 'Multiplayer', 'Action RPG']",Action,True
Republique,liam_roche,"['Stealth', 'Cyberpunk', 'Female Protagonist', 'Adventure', 'Indie', 'Action', 'Point & Click', 'Dystopian', 'Atmospheric', 'Episodic', 'Sci-fi', 'Story Rich']",Action,True
Double Action: Boogaloo,diego9031,"['Free to Play', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Parkour', 'Shooter', 'FPS', 'Bullet Time', 'Open World', 'First-Person', 'Funny', 'Indie', 'Co-op', 'Comedy', 'Singleplayer', 'Online Co-Op', 'Adventure', 'Survival', 'Controller', 'Zombies']",Action,True
Portal Stories: Mel,djman56,"['Free to Play', 'Puzzle', 'Mod', 'Singleplayer', 'First-Person', 'Adventure', 'Action', 'Female Protagonist', 'Difficult', 'Story Rich', 'Sci-fi', 'Great Soundtrack', 'Atmospheric', 'Science', 'Indie', 'Multiplayer', 'Funny', 'FPS', 'Strategy', 'Co-op']",Action,True
Color Symphony,Mikowmer,"['Free to Play', 'Indie', 'Action', 'Adventure', 'Puzzle-Platformer', 'Singleplayer', 'Platformer', 'Controller', '2D', 'Side Scroller', 'Experimental', 'Atmospheric', 'Arcade', 'Puzzle', 'Dark', 'Fast-Paced']",Action,False
Quantum Rush Champions,IceBergs,"['Racing', 'Action', 'Indie', 'Sports', 'Simulation', 'Casual', 'Futuristic', 'Sci-fi']",Action,False
Cubic Castles,2d4nk4m3,"['Free to Play', 'Building', 'Multiplayer', 'Sandbox', 'Open World', 'Massively Multiplayer', 'Crafting', 'Adventure', 'Cute', 'Survival', 'Casual', 'Indie', 'Co-op', 'Action', '3D Platformer', 'RPG', 'Singleplayer', 'MMORPG', '2D', 'FPS']",Action,False
Beyond Gravity,SavviSYD,"['Casual', 'Action', 'Indie', 'Space']",Action,True
Space Hulk Ascension,rudetube,"['Strategy', 'Warhammer 40K', 'Turn-Based Tactics', 'RPG', 'Games Workshop', 'Turn-Based', 'Tactical', 'Board Game', 'Sci-fi', 'Turn-Based Strategy']",RPG,True
Velocibox,TheyCallMeDaRrk,"['Indie', 'Action', 'Difficult', 'Fast-Paced', 'Singleplayer', 'Arcade']",Action,True
Rexaura,76561198084307939,"['Free to Play', 'Indie', 'Action', 'Mod', 'Puzzle', 'First-Person', 'Difficult', 'Singleplayer']",Action,True
Guild of Dungeoneering,HotDogKid47,"['RPG', 'Card Game', 'Indie', 'Turn-Based', 'Dungeon Crawler', 'Rogue-like', 'Singleplayer', 'Rogue-lite', 'Strategy', 'Great Soundtrack']",Indie,True
Act of Aggression - Reboot Edition,76561198280439853,"['Strategy', 'RTS', 'Multiplayer', 'Military', 'Base Building', 'Singleplayer', 'War', 'Action', 'Classic', 'Tactical', 'Co-op']",Strategy,True
AXYOS,76561198070845116,"['Early Access', 'Action', 'Massively Multiplayer', 'FPS', 'Indie', 'Shooter', 'MOBA', 'Multiplayer', 'First-Person', 'Free to Play', 'Strategy', 'Anime']",Action,False
Doom &amp; Destiny,76561198032570194,"['RPG', 'Indie', 'RPGMaker', 'Turn-Based Combat', 'Comedy', 'Fantasy', 'Strategy', 'JRPG', 'Singleplayer']",Indie,True
Enforcer: Police Crime Action,DeliciousPuddin,"['Simulation', 'Action', 'Open World', 'Adventure', 'Crime', 'Singleplayer', 'Indie', 'Sandbox', 'Third Person', 'Shooter', 'Multiplayer']",Action,False
